scheme,family,mask,sampling,segmentation,flag_scope,msig,segmentation_type,segmentation_backend,segmentation_max_words,segmentation_window,generation_num_candidates,stage,z_source,attack,attack_family,attack_setting,K,surrogate,anchor,attacker_model,attacker_seg,candidate_agg,bag_agg,dipper_lex,dipper_order,dataset,n_samples,n_sets,datasets,thr10,thr5,thr1,mean_z,mean_z_wm,mean_z_drop,TPR_at10,TPR_at5,TPR_at1,evade_rate_at5,ASR_at5_q50,ASR_at5_q55,ASR_at5_q60,ASR_at5_q65,ASR_at5_q70,ASR_at5_q75,ASR_at5_q80,ASR_at5_q85,ASR_at5_q90,ASR_at5_q95,ASR_at5_q100,ASR_at5,ASR_at1_q50,ASR_at1_q55,ASR_at1_q60,ASR_at1_q65,ASR_at1_q70,ASR_at1_q75,ASR_at1_q80,ASR_at1_q85,ASR_at1_q90,ASR_at1_q95,ASR_at1_q100,ASR_at1,evade_rate_at1,quality_pass_rate,4g_repeat_pct,4g_repeat_pct_ci,4g_repeat_pct_median,anchor_coverage,anchor_coverage_ci,anchor_coverage_median,anchor_merge,anchor_merge_ci,anchor_merge_median,anchor_n_anchors,anchor_n_anchors_ci,anchor_n_anchors_median,anchor_reorder,anchor_reorder_ci,anchor_reorder_median,anchor_reseg,anchor_reseg_ci,anchor_reseg_median,anchor_reword,anchor_reword_ci,anchor_reword_median,anchor_reword_novel,anchor_reword_novel_ci,anchor_reword_novel_median,anchor_split,anchor_split_ci,anchor_split_median,bert_F1,bert_F1_ci,bert_F1_median,bert_P,bert_P_ci,bert_P_median,bert_R,bert_R_ci,bert_R_median,distinct_2,distinct_2_ci,distinct_2_median,emb_sim,emb_sim_ci,emb_sim_median,gen_ppl_ci,gen_ppl_median,llm_judge,llm_judge_ci,llm_judge_median,llm_judge_content_recall,llm_judge_content_recall_ci,llm_judge_content_recall_median,llm_judge_contradiction,llm_judge_contradiction_ci,llm_judge_contradiction_median,llm_judge_detail_precision,llm_judge_detail_precision_ci,llm_judge_detail_precision_median,llm_judge_information_injection,llm_judge_information_injection_ci,llm_judge_information_injection_median,llm_quality,llm_quality_ci,llm_quality_median,llm_quality_coherence,llm_quality_coherence_ci,llm_quality_coherence_median,llm_quality_fluency,llm_quality_fluency_ci,llm_quality_fluency_median,llm_quality_informativeness,llm_quality_informativeness_ci,llm_quality_informativeness_median,llm_quality_relevance,llm_quality_relevance_ci,llm_quality_relevance_median,rep_2,rep_2_ci,rep_2_median,rep_3,rep_3_ci,rep_3_median,rep_4,rep_4_ci,rep_4_median,rouge1,rouge1_ci,rouge1_median,rouge2,rouge2_ci,rouge2_median,rougeL,rougeL_ci,rougeL_median,sent_dup_pct,sent_dup_pct_ci,sent_dup_pct_median,FPR_at10,FPR_at5,FPR_at1,null_sd,null_q90,null_q95,null_q99,bi_entro,tri_entro,sem_ent,mauve,bleu,gen_ppl,gen_ppl_scored_tokens,gen_ppl_total_nll,provider_draws_per_unit,provider_draws_per_unit_ci_lo_95,provider_draws_per_unit_ci_hi_95,provider_units_total,provider_sentences_total,provider_units_per_sentence,provider_draws_per_sentence,provider_draws_per_sentence_ci_lo_95,provider_draws_per_sentence_ci_hi_95
SAMark,samark,flags-run,rejection,sentence-nltk,run,2.0,sentence,nltk,,,64.0,watermark,direct,none,none,none,,,,,,,,,,c4-val-def-256b,256,1,c4-val-def-256b,5.547309398651123,7.020670413970947,13.52917194366455,19.030605916079367,19.030605916079367,0.0,0.8984375,0.8515625,0.46484375,0.1484375,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6847507865953554,0.583935031272141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9570826623189068,0.0072298058910666,0.967335390946502,,,,1.281271085123683,7.330500364303589,,,,,,,,,,,,,,,,0.8166666666666667,0.026763183144282,0.9166666666666666,0.8151041666666667,0.0312596543479253,0.9333333333333332,0.9151041666666668,0.0179541852220517,1.0,0.7552083333333333,0.032710790738532,0.8666666666666667,0.78125,0.037807849745091,1.0,0.0707840400438946,0.0081113152728837,0.0597124210749721,0.0258201422754,0.0069649065053881,0.0142518618821936,0.0135472902653053,0.0063917501121438,0.0032320384294068,,,,,,,,,,0.3687718531468531,0.7262263082652242,0.0,,,,,,,,10.215644977405011,10.98596686992519,2.484034806738861,0.1753326005686705,,6.89134407043457,72215.0,139394.17301940918,64.0,64.0,64.0,3072.0,3072.0,1.0,64.0,64.0,64.0
SAMark,samark,flags-run,rejection,sentence-nltk,run,2.0,sentence,nltk,,,64.0,watermark,direct,none,none,none,,,,,,,,,,c4-val-def-512,512,1,c4-val-def-512,5.547309398651123,7.020670413970947,13.52917194366455,20.57449344196357,20.57449344196357,0.0,0.890625,0.859375,0.4453125,0.140625,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4205128633115534,0.2084519430109972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9605196148569466,0.0032384188283284,0.9670804393872224,,,,0.275068147547308,7.180200099945068,,,,,,,,,,,,,,,,0.8210611979166667,0.0182146270005983,0.9166666666666666,0.8266927083333333,0.0211476801232247,0.9333333333333332,0.92734375,0.0110488125706255,1.0,0.7457031250000001,0.0223570677772087,0.8000000000000002,0.7845052083333334,0.0264440911992905,1.0,0.0674280175913553,0.0042693689560758,0.0600037899477209,0.0232497837486814,0.0030854689766339,0.0133277283061765,0.0109045413641078,0.0025103700614025,0.0033115850649706,,,,,,,,,,0.2077648562023562,0.3515123158293836,0.0,,,,,,,,10.641418401718498,11.612587100705282,2.430943764067339,0.0986505767164145,,6.943706512451172,144367.0,279759.52223205566,64.0,64.0,64.0,5824.0,5824.0,1.0,64.0,64.0,64.0
SemStamp,lsh,context,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K1-min-surr=bge,adaptive,K1-min-positional-bge,1.0,bge,positional,Qwen2.5-3B-Instruct,sentence-nltk,min,,,,c4-val-def-256,256,1,c4-val-def-256,1.5666989036012806,2.116950987028628,2.840187787218772,3.0102159224422698,5.948457362597827,2.938241440155556,0.7265625,0.58203125,0.4609375,0.41796875,0.41796875,0.41796875,0.41796875,0.4140625,0.4140625,0.41015625,0.375,0.35546875,0.296875,0.22265625,0.12109375,0.375,0.5390625,0.5390625,0.5390625,0.53515625,0.53125,0.52734375,0.484375,0.46484375,0.3984375,0.30859375,0.171875,0.484375,0.5390625,0.9375,4.926075479966966,2.0288267100574022,0.0,0.5813462797079857,0.0169047636555247,0.5793650793650794,0.131581869048758,0.0180703419493469,0.1,52.62890625,2.7581867918460072,53.5,0.0399174917060025,0.0066991623053391,0.0229071388601992,0.1259029353057555,0.0170681087120437,0.0909090909090909,0.2803076179144888,0.0111422491332234,0.2770375672154012,0.5180984172213017,0.0170330219061988,0.5193248272195641,0.0908669570647805,0.017912157783337,0.0,0.9386659804731609,0.0030352829296967,0.940479815006256,0.9423699162434788,0.0029703997968098,0.9460619688034058,0.9351241670083256,0.0033657803508276,0.9373872578144072,0.9141509190294432,0.0213037906004782,0.9690399509240089,0.9707578222732992,0.0021941512235573,0.974020391702652,0.94193380985871,9.063090801239014,0.94375,0.0089573669475095,0.9666666666666668,0.9598958333333334,0.0086191328608007,1.0,0.0111979166666666,0.0070413263865897,0.0,0.9361979166666669,0.013365202929566,1.0,0.1098958333333333,0.0190494760305404,0.0666666666666666,,,,,,,,,,,,,,,,0.1214377493155747,0.0214775049298528,0.064051282051282,0.0760658636533216,0.0215610377803623,0.0172413793103448,0.0611088424144745,0.0211588607255841,0.0041843934380306,0.7196923820855112,0.0111422491332234,0.7229624327845988,0.4751546359695301,0.0169702373101898,0.4756838905775076,0.6131424727917741,0.0151170914577244,0.6269605465276094,4.47872240172205,2.1491938566466224,0.0,,,,,,,,10.025180622836396,10.654227058860362,2.4502535345632217,0.9898979313254784,0.3306841464030282,7.9550862312316895,62993.0,130635.6163711548,,,,,,,,,
SemStamp,lsh,context,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K1-min-surr=bge,adaptive,K1-min-positional-bge,1.0,bge,positional,Qwen2.5-3B-Instruct,sentence-nltk,min,,,,c4-val-def-256b,256,1,c4-val-def-256b,1.5666989036012806,2.116950987028628,2.840187787218772,3.34389810990538,6.195989605641118,2.852091495735737,0.7734375,0.68359375,0.5546875,0.31640625,0.3125,0.3125,0.3125,0.3125,0.3125,0.3046875,0.27734375,0.25390625,0.1953125,0.12890625,0.0703125,0.27734375,0.44140625,0.44140625,0.44140625,0.44140625,0.44140625,0.421875,0.390625,0.3671875,0.29296875,0.20703125,0.11328125,0.390625,0.44140625,0.921875,5.182377464915027,2.1027598573501223,0.0,0.5845347080748908,0.0171260259475324,0.5918367346938775,0.1263703099774845,0.0161622735042323,0.1,54.578125,2.888814785556688,55.0,0.0374803401897846,0.0061382280206247,0.0246096096096096,0.1075226737790587,0.0144229427326474,0.0909090909090909,0.2849300098506153,0.0122930101659954,0.2737423472190318,0.5178551214186418,0.01693763213979,0.5241841491841492,0.0664062036835648,0.0142802542616649,0.0,0.9395741228945552,0.0029962921482617,0.942477971315384,0.9439227746333928,0.0027746006537887,0.9466416835784912,0.9353734182659535,0.003406655894792,0.9389146566390992,0.9155775089875936,0.0214552161064555,0.9684239575543924,0.9701014508027584,0.0022445452254662,0.9743750095367432,0.926207694038992,9.549761295318604,0.9346354166666668,0.009770200024997,0.9666666666666668,0.9552083333333334,0.0092268965744146,1.0,0.0166666666666666,0.0103281743944203,0.0,0.9239583333333332,0.013986970786061,1.0,0.1239583333333333,0.0199735899626696,0.0666666666666666,,,,,,,,,,,,,,,,0.1176572993255394,0.0224615437217586,0.060865617433414,0.0767663871596696,0.0227345697937918,0.0145202519303238,0.0643341667561288,0.0225310427860385,0.0037430386477486,0.7150699901493848,0.0122930101659954,0.7262576527809681,0.4694977542419173,0.0169899349472744,0.4682197683813628,0.6095702451996103,0.0153526839888533,0.6251977401129943,6.200946139643932,2.512697773420232,0.0,,,,,,,,9.93307853724058,10.5531423081835,2.51634617904173,0.9708456561080168,0.3283313660293502,8.201519012451172,61250.0,128889.56468963625,,,,,,,,,
SemStamp,lsh,context,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K1-min-surr=bge,adaptive,K1-min-positional-bge,1.0,bge,positional,Qwen2.5-3B-Instruct,sentence-nltk,min,,,,c4-val-def-512,512,1,c4-val-def-512,1.5666989036012806,2.116950987028628,2.840187787218772,3.054297307970298,5.917309022203892,2.863011714233593,0.748046875,0.65625,0.509765625,0.34375,0.341796875,0.33984375,0.33984375,0.33984375,0.33984375,0.33203125,0.326171875,0.298828125,0.26953125,0.224609375,0.109375,0.326171875,0.48828125,0.486328125,0.484375,0.484375,0.484375,0.4765625,0.46875,0.43359375,0.3984375,0.32421875,0.166015625,0.46875,0.490234375,0.9609375,3.538010187088445,1.18570208032892,0.0,0.5753875530373866,0.0114199139066555,0.5714285714285714,0.1240634849220201,0.0116361296433036,0.1,54.068359375,1.7993873241103149,54.0,0.0394130725348798,0.0048126303304096,0.0258822748511552,0.108577254118672,0.0100101435175292,0.0909090909090909,0.2832929226374549,0.0082345100215302,0.2776928953399541,0.5236925727749714,0.0106662747452477,0.5279036025196404,0.0748064462985411,0.0100970034143672,0.0,0.9393056026892737,0.0019547624764151,0.9417618811130524,0.943621065816842,0.0018795755741153,0.94719398021698,0.9351696522207932,0.0022209726273967,0.9373366832733154,0.9288108072598762,0.0124367462480083,0.96875,0.9713459920603782,0.0015087152241448,0.9758170247077942,0.37118184778075,9.130619049072266,0.9498046875,0.0061826391242647,0.9833333333333334,0.9651041666666668,0.0058262377688051,1.0,0.0131510416666666,0.0064630414039163,0.0,0.937890625,0.0095692616614922,1.0,0.090625,0.0119167533756441,0.0,,,,,,,,,,,,,,,,0.1051727166398014,0.0130016013226853,0.0615138249987634,0.0613006743861374,0.0128468652737315,0.0156862745098039,0.0471856160121935,0.0125631244090524,0.0039920318725099,0.7167070773625451,0.0082345100215302,0.7223071046600458,0.4647408035006795,0.0112460312326951,0.4583710675322257,0.6088212413546794,0.0103053820122506,0.6076254826254827,3.928986537998482,1.4196930978095552,0.0,,,,,,,,10.470826886660316,11.279843756753396,2.4764462157708285,0.9268707715536816,0.3174262201510802,8.060110092163086,122860.0,256399.86994171143,,,,,,,,,
SemStamp,lsh,context,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K16-min-surr=bge,adaptive,K16-min-positional-bge,16.0,bge,positional,Qwen2.5-3B-Instruct,sentence-nltk,min,,,,c4-val-def-256,256,1,c4-val-def-256,1.5666989036012806,2.116950987028628,2.840187787218772,2.133234823128472,5.948457362597827,3.815222539469354,0.546875,0.3828125,0.26953125,0.6171875,0.6171875,0.61328125,0.61328125,0.59765625,0.59375,0.5859375,0.55078125,0.51171875,0.4140625,0.26953125,0.11328125,0.55078125,0.73046875,0.7265625,0.7265625,0.7109375,0.703125,0.6953125,0.65234375,0.59765625,0.4921875,0.32421875,0.14453125,0.65234375,0.73046875,0.890625,3.1342939932551106,1.604928327107728,0.0,0.492020458542824,0.0164572914545313,0.4956521739130435,0.1706904250548213,0.0216315034867291,0.1428571428571428,45.07421875,2.4534867069248616,44.5,0.0775565755603041,0.0121358370080693,0.0489197319841378,0.1715015708818715,0.0210025833202032,0.1428571428571429,0.3616304922303931,0.0131447344286044,0.3494977659824638,0.6148630865213179,0.0150792544305803,0.6197149568308786,0.1284393094634058,0.0208398957969258,0.1,0.917816846864298,0.0034988014229656,0.9225784838199615,0.922522319247946,0.0036937192253655,0.9270071685314178,0.913402583450079,0.0036929086751887,0.9176805913448334,0.937340591457829,0.0168686547167205,0.9753670671035068,0.9519268102012576,0.0034650126931873,0.9577252566814424,0.8263262869996139,10.615529537200928,0.914453125,0.0109798750205277,0.9333333333333332,0.9401041666666669,0.0115513579898997,1.0,0.0161458333333333,0.0080754664954512,0.0,0.9028645833333332,0.0160162335887814,0.9333333333333332,0.1690104166666667,0.0217866023855313,0.1333333333333333,,,,,,,,,,,,,,,,0.0979405958539322,0.0170126786420623,0.0603030303030303,0.0545454797334526,0.0167716516836698,0.0145191040843214,0.0413023078282515,0.0164168418145824,0.0034019902800278,0.6383695077696069,0.0131447344286044,0.6505022340175362,0.364831587068871,0.0144853348812754,0.3568850276553986,0.4956882260500183,0.0150399054020374,0.4983991110357751,3.2092741369749453,1.8917069088880225,0.0,,,,,,,,10.005125670823372,10.644215694624648,2.451671247800552,0.7270516365320064,0.2202265677912396,9.38890266418457,59267.0,132730.11960601807,,,,,,,,,
SemStamp,lsh,context,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K16-min-surr=bge,adaptive,K16-min-positional-bge,16.0,bge,positional,Qwen2.5-3B-Instruct,sentence-nltk,min,,,,c4-val-def-256b,256,1,c4-val-def-256b,1.5666989036012806,2.116950987028628,2.840187787218772,1.9462463420659053,6.195989605641118,4.248903281086988,0.5,0.3828125,0.24609375,0.6171875,0.6171875,0.609375,0.6015625,0.59765625,0.5859375,0.57421875,0.5,0.44140625,0.31640625,0.18359375,0.078125,0.5,0.75390625,0.7421875,0.73046875,0.71875,0.70703125,0.6875,0.609375,0.546875,0.41015625,0.25390625,0.109375,0.609375,0.75390625,0.8203125,3.106072160728542,1.6433912870704774,0.0,0.4904379020820172,0.0161950082544218,0.4714285714285714,0.178018170343616,0.0193862908998291,0.1666666666666666,45.078125,2.3854571273187126,46.0,0.0816320820354193,0.0108770294499182,0.0571908250479679,0.1623161441867544,0.0170662416801657,0.1428571428571429,0.3807243286299843,0.0136165126215623,0.3622126508739419,0.6346885380379406,0.0144723878232475,0.6379408824789377,0.120575464250163,0.0193480469394832,0.0909090909090909,0.9128962638787924,0.003726627612073,0.9182269275188446,0.918035861570388,0.0039462328510101,0.9231649935245514,0.9082927911076696,0.004191010611004,0.9147859811782836,0.9401703308141094,0.0170368573556789,0.9761191901910464,0.9503615833818913,0.0032176021692316,0.9560359716415404,0.8108306706143439,11.53194808959961,0.8899739583333333,0.0128726850558252,0.9166666666666666,0.9192708333333336,0.012101145512456,0.9333333333333332,0.0229166666666666,0.0108487213854945,0.0,0.8731770833333334,0.0189117526019841,0.9333333333333332,0.2096354166666666,0.0249501271074371,0.1666666666666666,,,,,,,,,,,,,,,,0.0925895520281944,0.0179223613566844,0.0496487408076907,0.054112235190981,0.0175885873110314,0.0113636363636363,0.042021660743985,0.0172306045162195,0.003396770472895,0.6192756713700156,0.0136165126215623,0.6377873491260581,0.3446017659644194,0.0142688094112372,0.3351010967168852,0.4729061047313826,0.0145481812297828,0.477826820419199,3.3366677262970463,1.8355304394512613,0.0,,,,,,,,9.965392116513046,10.58320958258842,2.380308218708038,0.5552669512354591,0.2051750705569583,10.01989459991455,58498.0,134812.89527893066,,,,,,,,,
SemStamp,lsh,context,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K16-min-surr=bge,adaptive,K16-min-positional-bge,16.0,bge,positional,Qwen2.5-3B-Instruct,sentence-nltk,min,,,,c4-val-def-512,512,1,c4-val-def-512,1.5666989036012806,2.116950987028628,2.840187787218772,1.95392176851254,5.917309022203892,3.963387253691352,0.533203125,0.376953125,0.23046875,0.623046875,0.623046875,0.623046875,0.619140625,0.609375,0.599609375,0.578125,0.54296875,0.49609375,0.396484375,0.26171875,0.115234375,0.54296875,0.76953125,0.76953125,0.759765625,0.75,0.736328125,0.708984375,0.6640625,0.603515625,0.486328125,0.310546875,0.142578125,0.6640625,0.76953125,0.8515625,2.295691776876197,0.9733507152063806,0.0,0.4817728539845697,0.0108185951776782,0.4807692307692308,0.1785784362438047,0.0150560088753059,0.1666666666666666,45.00390625,1.553745541014214,45.0,0.0814723115832399,0.0094327917513165,0.0579145075547953,0.1686311433953509,0.0134687242393567,0.1428571428571429,0.3664731692426288,0.0092517642231368,0.3578454332552693,0.6241046987334107,0.0094463314051539,0.625,0.1220985621873195,0.0142755054545052,0.0909090909090909,0.9174293798860162,0.002427275295178,0.9205048084259032,0.9223824661457912,0.0026653725000723,0.9265830218791962,0.9129657259909436,0.002643422676413,0.9142023622989656,0.9464279185670864,0.0102335285306217,0.9738901614310648,0.9526484058005736,0.002326132880477,0.9585674703121184,0.4710903198653021,10.857819080352783,0.9043619791666668,0.0084927642739607,0.9333333333333332,0.9274739583333336,0.0082140704652641,0.9333333333333332,0.02578125,0.0088606639926929,0.0,0.8869791666666668,0.0127219907079261,0.9333333333333332,0.1712239583333333,0.0159942191229365,0.1333333333333333,,,,,,,,,,,,,,,,0.0862780984587599,0.0104921044843304,0.0581556400180377,0.0446241506751652,0.0101524418593994,0.0147965699689837,0.0315932744908808,0.0098721149061021,0.0034968882585252,0.6335268307573712,0.0092517642231368,0.6421545667447306,0.3518908356661612,0.0096857750259637,0.3449137931034483,0.4857532840732729,0.0103584902647602,0.48380355276907,2.356853179480866,1.128896324914829,0.0,,,,,,,,10.462601708658813,11.254781560800238,2.443765260025032,0.6049875880401805,0.2055232370820596,9.711061477661133,115549.0,262673.53870391846,,,,,,,,,
SemStamp,lsh,context,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K2-min-surr=bge,adaptive,K2-min-positional-bge,2.0,bge,positional,Qwen2.5-3B-Instruct,sentence-nltk,min,,,,c4-val-def-256,256,1,c4-val-def-256,1.5666989036012806,2.116950987028628,2.840187787218772,2.7624183543853658,5.948457362597827,3.18603900821246,0.6875,0.56640625,0.453125,0.43359375,0.43359375,0.43359375,0.43359375,0.4296875,0.421875,0.41796875,0.390625,0.3671875,0.3203125,0.234375,0.109375,0.390625,0.546875,0.546875,0.546875,0.54296875,0.53515625,0.53125,0.5,0.47265625,0.40234375,0.3046875,0.1484375,0.5,0.546875,0.94140625,3.993384092049345,1.876274199124237,0.0,0.5514556169173425,0.016184667456512,0.5555555555555556,0.1423962668823781,0.0180800818268469,0.1111111111111111,49.8515625,2.6442241880952277,51.5,0.0506416183629085,0.0085460205796873,0.0323984526112185,0.1307100528625267,0.0174689211407539,0.111111111111111,0.3135760577690292,0.012843557503097,0.299119489333712,0.5599798206029292,0.0149434616922652,0.5536227717078781,0.0887470652410891,0.0180477642565328,0.0,0.931700258050114,0.0033354264913438,0.9361659586429596,0.9365172861143948,0.0033747794305764,0.9400991201400756,0.9271649268921464,0.0036662115842185,0.9318967759609222,0.9289078363882368,0.0193225336927711,0.9730936293436294,0.9645386019255966,0.0028113930759413,0.9693359434604644,0.6249150506399722,9.970296859741213,0.939453125,0.0091302442458328,0.9666666666666668,0.95,0.009776584656492,1.0,0.0127604166666666,0.0091865109414021,0.0,0.9244791666666669,0.0143093335059278,1.0,0.1039062499999999,0.0179119414089119,0.0666666666666666,,,,,,,,,,,,,,,,0.1065857974187482,0.0196917186199195,0.0610176503033645,0.0640228743220775,0.0198590465624905,0.0156556372549019,0.0508781436885329,0.0196519679221412,0.0034921989273525,0.6864239422309708,0.012843557503097,0.700880510666288,0.4268856450326955,0.0154054568277221,0.4315545243619489,0.5723287775242236,0.0150811237062852,0.5730874206624784,4.60399882213323,2.216978755038244,0.0,,,,,,,,10.01483258435643,10.640277555697082,2.4643295752187773,0.9950801259108316,0.2797104226000544,8.512630462646484,59999.0,128490.9161529541,,,,,,,,,
SemStamp,lsh,context,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K2-min-surr=bge,adaptive,K2-min-positional-bge,2.0,bge,positional,Qwen2.5-3B-Instruct,sentence-nltk,min,,,,c4-val-def-256b,256,1,c4-val-def-256b,1.5666989036012806,2.116950987028628,2.840187787218772,2.813292397854201,6.195989605641118,3.3826972077869164,0.66796875,0.55078125,0.3828125,0.44921875,0.4453125,0.4453125,0.44140625,0.44140625,0.4375,0.4296875,0.39453125,0.375,0.30078125,0.21875,0.12890625,0.39453125,0.61328125,0.61328125,0.609375,0.609375,0.60546875,0.59765625,0.55859375,0.5234375,0.4453125,0.31640625,0.19921875,0.55859375,0.61328125,0.9140625,3.9108092913938863,1.6990556468998317,0.0,0.5371267818853263,0.0158514458578637,0.5327868852459017,0.155541481522172,0.019220987286014,0.125,50.15625,2.6652083636327144,51.0,0.0475299907988037,0.0070426899486309,0.0336547248483207,0.134593589670358,0.0166421022642348,0.1153002923199575,0.322237856965372,0.0133211344651056,0.3087302013743366,0.5677707555016304,0.0143353529459746,0.5693405133226099,0.0882918763396851,0.0160919375942568,0.0,0.9300401345826684,0.0034056916592385,0.9354224503040314,0.9349898300133646,0.0033461938529318,0.9384659230709076,0.9254053686745464,0.0038556806709117,0.9310336709022522,0.9279204532259836,0.0182027229989783,0.9694267019785012,0.9622645727358758,0.002729711700926,0.9674014151096344,1.1662899241272795,10.226129531860352,0.9294921875,0.0100359592374849,0.95,0.95234375,0.0091080337549547,1.0,0.0135416666666666,0.0075770491258098,0.0,0.9127604166666669,0.0158262954391308,1.0,0.13359375,0.0206115368364435,0.0666666666666666,,,,,,,,,,,,,,,,0.1085481503284464,0.0198022021375901,0.0607753938077131,0.0664315651145804,0.0195352685767974,0.0143884892086331,0.0529415102362227,0.0190380806865571,0.0041158536585365,0.677762143034628,0.0133211344651056,0.6912697986256634,0.4186344294015032,0.0155215362872112,0.414754377018528,0.5576365644263215,0.0150970540766449,0.5657639447761287,4.634245617246477,2.0822450755043618,0.0,,,,,,,,9.986913898950297,10.612914664408668,2.553510191700555,0.8947669767003288,0.2735991674031535,8.712175369262695,60684.0,131363.93983459473,,,,,,,,,
SemStamp,lsh,context,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K2-min-surr=bge,adaptive,K2-min-positional-bge,2.0,bge,positional,Qwen2.5-3B-Instruct,sentence-nltk,min,,,,c4-val-def-512,512,1,c4-val-def-512,1.5666989036012806,2.116950987028628,2.840187787218772,2.669946217998024,5.917309022203892,3.247362804205868,0.673828125,0.568359375,0.431640625,0.431640625,0.431640625,0.4296875,0.4296875,0.42578125,0.423828125,0.421875,0.40234375,0.375,0.326171875,0.240234375,0.1328125,0.40234375,0.568359375,0.56640625,0.564453125,0.560546875,0.55859375,0.5546875,0.529296875,0.5,0.435546875,0.326171875,0.177734375,0.529296875,0.568359375,0.935546875,3.35730468740403,1.1502524646238663,0.0,0.5360767958244533,0.0118498149745927,0.5294117647058824,0.1416015019806666,0.0117283610088415,0.125,50.6875,1.7891814122642549,50.0,0.05119141017803,0.0068617234461278,0.0309477756286266,0.1239852513008652,0.0104075956709078,0.1100726895119418,0.3100855204366561,0.0082618333686055,0.3027508456654059,0.5617695352993866,0.0106636496631892,0.565615763546798,0.0874897699302461,0.011220421000687,0.0,0.932714457740076,0.0020763454856778,0.9355615377426147,0.9377038478851318,0.0019312231422211,0.9399400949478148,0.9279300525086,0.0024025246849649,0.9316371083259584,0.9322544494550437,0.0121660840070277,0.9702231417171568,0.9645814488176256,0.0018861370865206,0.9696723222732544,0.3900941472157999,9.461221694946287,0.9371744791666669,0.0068698501937467,0.9666666666666668,0.9563802083333336,0.006302453820892,1.0,0.0169270833333333,0.0068755356249286,0.0,0.9233072916666668,0.0104496834572625,1.0,0.1140625,0.0131944536043887,0.0666666666666666,,,,,,,,,,,,,,,,0.1002109621979232,0.0127870404010571,0.0602836879432624,0.0574866674716338,0.0125406378217687,0.0144665934180923,0.044160222616438,0.0122123823351878,0.0033389074693422,0.6899144795633438,0.0082618333686055,0.697249154334594,0.4239865027479846,0.0108074479629523,0.4141964545190352,0.5683404200564816,0.010057132714364,0.5691272026213277,3.5076871079470813,1.3312847287214578,0.0,,,,,,,,10.48286095006014,11.285461461702257,2.5165814486992306,0.9009355105144016,0.2761647033699382,8.43886661529541,120214.0,256398.1852645874,,,,,,,,,
