scheme,family,mask,sampling,segmentation,flag_scope,msig,segmentation_type,segmentation_backend,segmentation_max_words,segmentation_window,generation_num_candidates,stage,z_source,attack,attack_family,attack_setting,K,surrogate,anchor,attacker_model,attacker_seg,candidate_agg,bag_agg,dipper_lex,dipper_order,dataset,n_samples,n_sets,datasets,thr10,thr5,thr1,mean_z,mean_z_wm,mean_z_drop,TPR_at10,TPR_at5,TPR_at1,evade_rate_at5,ASR_at5_q50,ASR_at5_q55,ASR_at5_q60,ASR_at5_q65,ASR_at5_q70,ASR_at5_q75,ASR_at5_q80,ASR_at5_q85,ASR_at5_q90,ASR_at5_q95,ASR_at5_q100,ASR_at5,ASR_at1_q50,ASR_at1_q55,ASR_at1_q60,ASR_at1_q65,ASR_at1_q70,ASR_at1_q75,ASR_at1_q80,ASR_at1_q85,ASR_at1_q90,ASR_at1_q95,ASR_at1_q100,ASR_at1,evade_rate_at1,quality_pass_rate,4g_repeat_pct,4g_repeat_pct_ci,4g_repeat_pct_median,anchor_coverage,anchor_coverage_ci,anchor_coverage_median,anchor_merge,anchor_merge_ci,anchor_merge_median,anchor_n_anchors,anchor_n_anchors_ci,anchor_n_anchors_median,anchor_reorder,anchor_reorder_ci,anchor_reorder_median,anchor_reseg,anchor_reseg_ci,anchor_reseg_median,anchor_reword,anchor_reword_ci,anchor_reword_median,anchor_reword_novel,anchor_reword_novel_ci,anchor_reword_novel_median,anchor_split,anchor_split_ci,anchor_split_median,bert_F1,bert_F1_ci,bert_F1_median,bert_P,bert_P_ci,bert_P_median,bert_R,bert_R_ci,bert_R_median,distinct_2,distinct_2_ci,distinct_2_median,emb_sim,emb_sim_ci,emb_sim_median,gen_ppl_ci,gen_ppl_median,llm_judge,llm_judge_ci,llm_judge_median,llm_judge_content_recall,llm_judge_content_recall_ci,llm_judge_content_recall_median,llm_judge_contradiction,llm_judge_contradiction_ci,llm_judge_contradiction_median,llm_judge_detail_precision,llm_judge_detail_precision_ci,llm_judge_detail_precision_median,llm_judge_information_injection,llm_judge_information_injection_ci,llm_judge_information_injection_median,llm_quality,llm_quality_ci,llm_quality_median,llm_quality_coherence,llm_quality_coherence_ci,llm_quality_coherence_median,llm_quality_fluency,llm_quality_fluency_ci,llm_quality_fluency_median,llm_quality_informativeness,llm_quality_informativeness_ci,llm_quality_informativeness_median,llm_quality_relevance,llm_quality_relevance_ci,llm_quality_relevance_median,rep_2,rep_2_ci,rep_2_median,rep_3,rep_3_ci,rep_3_median,rep_4,rep_4_ci,rep_4_median,rouge1,rouge1_ci,rouge1_median,rouge2,rouge2_ci,rouge2_median,rougeL,rougeL_ci,rougeL_median,sent_dup_pct,sent_dup_pct_ci,sent_dup_pct_median,FPR_at10,FPR_at5,FPR_at1,null_sd,null_q90,null_q95,null_q99,bi_entro,tri_entro,sem_ent,mauve,bleu,gen_ppl,gen_ppl_scored_tokens,gen_ppl_total_nll,provider_draws_per_unit,provider_draws_per_unit_ci_lo_95,provider_draws_per_unit_ci_hi_95,provider_units_total,provider_sentences_total,provider_units_per_sentence,provider_draws_per_sentence,provider_draws_per_sentence_ci_lo_95,provider_draws_per_sentence_ci_hi_95
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,attack,direct,synonym_substitution-ratio=0.5,other,synonym_substitution-ratio=0.5,,,,,,,,,,c4-val-def-256,256,1,c4-val-def-256,1.885618083164127,2.49100947511811,3.614784456460256,4.149451266224837,6.013746741607099,1.8642954753822607,0.92578125,0.8515625,0.6171875,0.1484375,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0321414566554,0.8103059089430776,0.0,0.6798490192947179,0.007488192989599,0.6692307692307692,0.0090439917501056,0.0035122388448688,0.0,62.4375,2.397512320621075,66.0,0.0058026456571626,0.0012204854926594,0.0,0.0076236826392587,0.0026248755875214,0.0,0.1960930603294435,0.0042374923952113,0.1972016799603006,0.4614917800353091,0.0070918092512956,0.4658605283605284,0.0054339650622652,0.0033750322106033,0.0,,,,,,,,,,0.9287822271093898,0.0115964269909897,0.956162024558251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8039069396705565,0.0042374923952113,0.8027983200396993,0.6359439414127332,0.0071414650711878,0.6310708898944194,0.7990005598082418,0.0042966122021096,0.7973624750152082,1.9123510936029984,1.2095068554817128,0.0,,,,,,,,,,,,0.4421724799258449,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,attack,direct,synonym_substitution-ratio=0.5,other,synonym_substitution-ratio=0.5,,,,,,,,,,c4-val-def-256b,256,1,c4-val-def-256b,1.885618083164127,2.49100947511811,3.614784456460256,4.167751615220135,6.153091830471072,1.9853402152509367,0.87890625,0.81640625,0.65234375,0.18359375,,,,,,,,,,,,,,,,,,,,,,,,,,,2.010413309229313,0.8476740437248281,0.0,0.674411037226298,0.0080078636282858,0.670683280843489,0.0067452616913868,0.0030118725807929,0.0,62.0234375,2.502588675022163,66.0,0.0073184928169234,0.0021004299099683,0.0,0.008994405978,0.003116646195109,0.0,0.1998665909480299,0.0046318054708093,0.1988670513282847,0.4660439823002282,0.0076810211860595,0.4665266106442577,0.0101592046352047,0.0047239856171238,0.0,,,,,,,,,,0.9276414576137524,0.0118310621678181,0.953246437823834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8001334090519702,0.0046318054708093,0.8011329486717154,0.6309162919365995,0.0077442756698305,0.6278828023014069,0.7949398065323933,0.0047550735564425,0.7954747116237799,2.0302039465854413,1.0864030495877328,0.0,,,,,,,,,,,,0.4405330098068289,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,attack,direct,synonym_substitution-ratio=0.5,other,synonym_substitution-ratio=0.5,,,,,,,,,,c4-val-def-512,512,1,c4-val-def-512,1.885618083164127,2.49100947511811,3.614784456460256,4.182861278734759,6.119332049109922,1.936470770375164,0.90234375,0.828125,0.6328125,0.171875,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7804393555437334,0.4750532160032542,0.0,0.6770927104949909,0.005375815755574,0.6753816359079516,0.0080074161182623,0.0024760867662828,0.0,63.869140625,1.598672123247145,67.0,0.0067291971698477,0.0009292092530072,0.0,0.0080210145033035,0.0018975451766675,0.0,0.196394749914948,0.0029929590073254,0.1929126992431376,0.4658247070589679,0.0048694191774008,0.4648505065480602,0.0073552336885862,0.00243168414962,0.0,,,,,,,,,,0.9316329048548188,0.0075089310122189,0.9571122011036176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803605250085052,0.0029929590073254,0.8070873007568624,0.635141392046827,0.0048975105546668,0.6384774188056016,0.7985262678736775,0.0030547253360472,0.8015795054105468,1.392269361835416,0.5463547376537287,0.0,,,,,,,,,,,,0.4409941320203012,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,attack,direct,synonym_substitution-ratio=0.75,other,synonym_substitution-ratio=0.75,,,,,,,,,,c4-val-def-256,256,1,c4-val-def-256,1.885618083164127,2.49100947511811,3.614784456460256,3.2693102787693045,6.013746741607099,2.7444364628377933,0.82421875,0.66015625,0.3984375,0.33984375,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7527330265347554,0.9623530350318444,0.4000064001024016,0.5351789058315366,0.0085134341803204,0.5309734513274337,0.0169226015480068,0.0052715421508747,0.0,48.80859375,1.8720897534585723,51.0,0.0152854139838388,0.0024732709335844,0.0083578221676648,0.0176228068880665,0.0048665501392145,0.0,0.2864855465891491,0.0052246166159116,0.2878639496779541,0.6260423739759811,0.0070182495593909,0.6341282992070068,0.0158681612248078,0.0065936332457413,0.0,,,,,,,,,,0.9148690329481852,0.0125932046436244,0.942493179375534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7135144534108507,0.0052246166159116,0.712136050322046,0.4879801107582216,0.0079975337330409,0.484949192650334,0.703941391816844,0.0053229414227049,0.7021581223495822,2.1244484919693187,1.2620009635602596,0.0,,,,,,,,,,,,0.2580651073890838,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,attack,direct,synonym_substitution-ratio=0.75,other,synonym_substitution-ratio=0.75,,,,,,,,,,c4-val-def-256b,256,1,c4-val-def-256b,1.885618083164127,2.49100947511811,3.614784456460256,3.2480086585353445,6.153091830471072,2.905083171935728,0.78515625,0.65625,0.4140625,0.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,2.714975570018136,0.9815655154979188,0.4338415207980425,0.5244297286792385,0.0087043781381227,0.5174630123696338,0.0106850775799551,0.0039652651918725,0.0,48.0,1.9491157109899755,50.0,0.0158037774806698,0.0028397340417294,0.0068565400843881,0.0158342249997647,0.0048675572072936,0.0,0.2929975601796895,0.0055767837239906,0.2928497973968565,0.6346887876299331,0.0069861755339652,0.6380521439344968,0.0184803802456486,0.0072599561289507,0.0,,,,,,,,,,0.9123502132714196,0.0125585745225008,0.9379062736205592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7070024398203105,0.0055767837239906,0.7071502026031434,0.4794334645082871,0.0083091017193119,0.4771012466291982,0.6977130854900476,0.0056829309712903,0.6984356677727601,2.0529149421402977,1.104570514133241,0.0,,,,,,,,,,,,0.2544637202727512,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,attack,direct,synonym_substitution-ratio=0.75,other,synonym_substitution-ratio=0.75,,,,,,,,,,c4-val-def-512,512,1,c4-val-def-512,1.885618083164127,2.49100947511811,3.614784456460256,3.2459685988783678,6.119332049109922,2.873363450231554,0.798828125,0.650390625,0.41015625,0.349609375,,,,,,,,,,,,,,,,,,,,,,,,,,,2.494565101369832,0.562778537500652,0.390625,0.5280304659380264,0.0061518031934687,0.525817632420903,0.0129571442373962,0.0032637158679707,0.0,49.546875,1.2444316904217736,52.0,0.0167762999829698,0.0017706986755248,0.0104166666666666,0.0130411444536754,0.0024593379443542,0.0,0.2874743370305061,0.0034601493783878,0.2839491525423729,0.6358869598674084,0.0047295854397076,0.6365578865578865,0.011956862397461,0.003093338279058,0.0,,,,,,,,,,0.9172792633962368,0.0079890102546675,0.94396261682243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7125256629694938,0.0034601493783878,0.716050847457627,0.4840776942244033,0.005185278621007,0.4869912349214614,0.7025446280170116,0.0035075583089707,0.7064436211052585,1.7842502818824997,0.6087119696243276,0.0,,,,,,,,,,,,0.2527573443293602,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,attack,direct,synonym_substitution-ratio=1.0,other,synonym_substitution-ratio=1.0,,,,,,,,,,c4-val-def-256,256,1,c4-val-def-256,1.885618083164127,2.49100947511811,3.614784456460256,2.317928379877974,6.013746741607099,3.695818361729124,0.62109375,0.453125,0.20703125,0.546875,,,,,,,,,,,,,,,,,,,,,,,,,,,4.649429279605135,1.3325466186953916,0.782781862745098,0.3944683583824415,0.0091630594496169,0.3893805309734513,0.0234632400305165,0.0059218732605634,0.0,35.6953125,1.4060191190854712,37.0,0.0316944514342333,0.0040369328999142,0.0276356038878592,0.0248956122491691,0.0050455939593029,0.0,0.3729195919605099,0.0064386120326204,0.3720671134243477,0.7678698165318361,0.0072819738112653,0.7764689578713968,0.0231094638082827,0.0072206337760552,0.0,,,,,,,,,,0.8884292436924741,0.0146097600464098,0.9227035100821508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6270804080394901,0.0064386120326204,0.6279328865756523,0.3605334291476308,0.0086145428995539,0.3599935808566881,0.6122553160111678,0.0065209796636011,0.614053791194404,4.010037687750266,1.6042132874808066,0.0,,,,,,,,,,,,0.1196154551033521,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,attack,direct,synonym_substitution-ratio=1.0,other,synonym_substitution-ratio=1.0,,,,,,,,,,c4-val-def-256b,256,1,c4-val-def-256b,1.885618083164127,2.49100947511811,3.614784456460256,2.434448899544174,6.153091830471072,3.718642930926898,0.60546875,0.47265625,0.2265625,0.52734375,,,,,,,,,,,,,,,,,,,,,,,,,,,4.834844534751026,1.407950290972933,1.0831595411887385,0.384845310029818,0.0089913905327131,0.3787911927675707,0.0194216663235496,0.0057003034637134,0.0,34.9453125,1.4700328478421116,36.5,0.0358537077530235,0.004724525510139,0.0277502477700693,0.0271916214385778,0.0066609634981368,0.0,0.3813939554163553,0.0062029676391038,0.3752668585213465,0.7775246691749977,0.0060892029628739,0.7808270676691729,0.0302479749512416,0.0097359024116745,0.0,,,,,,,,,,0.8828580759439913,0.0150593100715796,0.9152104667778044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6186060445836448,0.0062029676391038,0.6247331414786534,0.3476411498354516,0.0081703450550918,0.3484588551495396,0.6035354627503386,0.0062003763386796,0.6087986537738501,4.048830884117541,1.5247634544093778,0.0,,,,,,,,,,,,0.1162656215886554,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,attack,direct,synonym_substitution-ratio=1.0,other,synonym_substitution-ratio=1.0,,,,,,,,,,c4-val-def-512,512,1,c4-val-def-512,1.885618083164127,2.49100947511811,3.614784456460256,2.355670446544626,6.119332049109922,3.763661602565296,0.60546875,0.44140625,0.2109375,0.55859375,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2438688521180215,0.8715824793691448,0.8547632963179427,0.3850219304959622,0.0067095416919727,0.3772370486656201,0.0205127840713612,0.0042313019566874,0.0,35.869140625,0.9415776457388906,37.0,0.0363905699459968,0.0031910642502719,0.0300751879699248,0.0213994774809209,0.0032451873802397,0.0,0.374355799683903,0.0039778477825915,0.3751190476190476,0.77745909513635,0.0045407264305019,0.7800862068965517,0.0201818264686634,0.0041479886437034,0.0,,,,,,,,,,0.8911186102567543,0.0095616735001379,0.9203363537002432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6256442003160971,0.0039778477825915,0.6248809523809524,0.3545464547187538,0.0053833495281629,0.3533766109262226,0.6101731706686071,0.0040405359945706,0.6100698100698101,3.3933010056062907,0.9921466569020456,0.0,,,,,,,,,,,,0.1143836985070582,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,watermark,direct,none,none,none,,,,,,,,,,c4-val-def-256,256,1,c4-val-def-256,1.885618083164127,2.49100947511811,3.614784456460256,6.013746741607099,6.013746741607099,0.0,0.984375,0.9453125,0.8984375,0.0546875,,,,,,,,,,,,,,,,,,,,,,,,,,,3.852060093521999,1.2830619502266516,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9137920339607936,0.0141929670019288,0.952483579638752,,,,0.381900555894669,6.88110089302063,,,,,,,,,,,,,,,,0.7684244791666667,0.0300951400860819,0.8666666666666666,0.7572916666666667,0.0336674452715401,0.8666666666666667,0.8588541666666667,0.0244197618991824,0.9333333333333332,0.6968750000000001,0.0345289043392051,0.7999999999999999,0.7606770833333334,0.0379270254047878,0.9333333333333332,0.119319597796961,0.0153504508477167,0.0810374900180725,0.0690470627220462,0.0149281987260949,0.0237290862290862,0.0513619564321685,0.0143581934765772,0.0070422535211267,,,,,,,,,,3.995691468285303,1.6129484193310708,0.0,,,,,,,,10.154943763515243,10.854587372171382,3.273533833197128,0.7047646722413448,,6.619086845027986,66512.0,125704.84802658712,64.0,64.0,64.0,5353.0,3246.0,1.6491065927295132,105.54282193468885,105.54282193468885,105.54282193468885
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,watermark,direct,none,none,none,,,,,,,,,,c4-val-def-256b,256,1,c4-val-def-256b,1.885618083164127,2.49100947511811,3.614784456460256,6.153091830471072,6.153091830471072,0.0,0.9765625,0.9453125,0.88671875,0.0546875,,,,,,,,,,,,,,,,,,,,,,,,,,,3.857102402224277,1.322100492956652,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9118584487226992,0.0142852611189313,0.9455757126990004,,,,0.3827372741130385,7.1474363803863525,,,,,,,,,,,,,,,,0.7858072916666667,0.0300260267311863,0.8999999999999999,0.7770833333333333,0.0339284229310422,0.9333333333333332,0.8736979166666667,0.0248679765970966,1.0,0.7250000000000001,0.0334276394691178,0.8000000000000002,0.7674479166666667,0.0381423365540734,0.9333333333333332,0.1193192474170835,0.015184527232474,0.0829037800687285,0.0687240708380403,0.0146723503390583,0.0253438955199914,0.0504680182029635,0.0141069786834402,0.0098853494886326,,,,,,,,,,4.097492647270438,1.541325617340694,0.0,,,,,,,,10.159247064970195,10.857618200670464,3.250251364512171,0.7377448901298751,,6.767762660980225,66433.0,127031.22531890868,64.0,64.0,64.0,5402.0,3380.0,1.5982248520710058,102.28639053254436,102.28639053254436,102.28639053254436
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,64.0,watermark,direct,none,none,none,,,,,,,,,,c4-val-def-512,512,1,c4-val-def-512,1.885618083164127,2.49100947511811,3.614784456460256,6.119332049109922,6.119332049109922,0.0,0.9765625,0.953125,0.919921875,0.046875,,,,,,,,,,,,,,,,,,,,,,,,,,,3.357261263827548,0.8458056984295865,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9182608219466274,0.0094791846470909,0.952483579638752,,,,0.2135713903507917,6.721341371536255,,,,,,,,,,,,,,,,0.7954752604166666,0.0209860877583009,0.9,0.7850260416666668,0.0236757219982233,0.9333333333333332,0.8813802083333333,0.0163197857708349,1.0,0.7367187500000001,0.0238323783744008,0.8000000000000002,0.7787760416666667,0.0270080583869719,1.0,0.1152327131454614,0.0102772266121047,0.0822900665642601,0.0632009402368379,0.0098579200412865,0.02439054001554,0.0454831902516672,0.0093475632080772,0.0073804757819627,,,,,,,,,,3.451614603013588,1.007900839047887,0.0,,,,,,,,10.626190483837275,11.509035413749489,3.274008643631679,0.6272867509707727,,6.555659770965576,134137.0,252221.6654510498,64.0,64.0,64.0,10704.0,6684.0,1.601436265709156,102.491921005386,102.491921005386,102.491921005386
SemStamp,lsh,fixed_diverse,best-of-n,semspan-spacy-max15-win5,,,semspan,spacy,15.0,5.0,,human,direct,none,none,none,,,,,,,,,,c4-human-def,1024,1,c4-human-def,1.885618083164127,2.49100947511811,3.614784456460256,0.0843959624094164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09375,0.0498046875,0.009765625,1.354935454931739,1.8676552157200577,2.49100947511811,3.586357671556476,,,,,,,,,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K1-min-bag=min-surr=bge,adaptive,K1-min-bag=min-bge,1.0,bge,bag,Qwen2.5-3B-Instruct,sentence-nltk,min,min,,,c4-val-def-256,256,1,c4-val-def-256,1.5666989036012806,2.263009527424072,3.2863353450309964,4.170686863625311,5.971056411662278,1.8003695480369677,0.87890625,0.8125,0.625,0.1875,0.1875,0.1875,0.18359375,0.18359375,0.18359375,0.171875,0.16015625,0.1484375,0.1328125,0.1015625,0.046875,0.16015625,0.375,0.375,0.37109375,0.37109375,0.37109375,0.359375,0.34765625,0.33203125,0.2890625,0.21484375,0.1015625,0.34765625,0.375,0.94140625,5.352768033449287,2.073533287755529,0.0,0.5732539853443247,0.0150089243512463,0.571410365335599,0.1177524808640841,0.0156334973332616,0.0954545454545454,50.1171875,2.589605275785308,52.0,0.0401911548895052,0.0068804945636206,0.0245917709110686,0.100368556773063,0.0128391447244869,0.0845238095238095,0.2915863420762953,0.0118521505028978,0.2846334165539059,0.5266183396891074,0.0152852121763929,0.5275553592136506,0.0669430084258515,0.0140607166471993,0.0,0.9361551629845052,0.0029814830092389,0.93978813290596,0.9406950832344592,0.0026947890278174,0.944254904985428,0.9317676371429116,0.0034481040132587,0.935479998588562,0.9080547187251704,0.0212945693246228,0.9660194174757282,0.9685206089634448,0.0024500133216346,0.973743498325348,0.6213163504895707,9.333378314971924,0.9377604166666668,0.0091216124737861,0.9666666666666668,0.9580729166666668,0.0088963046360353,1.0,0.0072916666666666,0.0052637861459827,0.0,0.9239583333333334,0.0140997802411591,1.0,0.1236979166666666,0.0208323307261863,0.0666666666666666,,,,,,,,,,,,,,,,0.1340737600530191,0.0225749754228565,0.072077922077922,0.0880803586884446,0.0227094180907724,0.0222635274679884,0.0715628528865151,0.0223845724671084,0.005221967713787,0.7084136579237046,0.0118521505028978,0.715366583446094,0.4651728311045168,0.0164759212108374,0.4565622243277681,0.6051022049584196,0.0146933857826139,0.6062197691326152,6.790551439082647,2.4260259224696616,0.0,,,,,,,,9.967701105319495,10.601368690695573,2.3282408314857537,0.8852398009159363,0.3147988695691809,7.852176666259766,62826.0,129471.23121643066,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K1-min-bag=min-surr=bge,adaptive,K1-min-bag=min-bge,1.0,bge,bag,Qwen2.5-3B-Instruct,sentence-nltk,min,min,,,c4-val-def-256b,256,1,c4-val-def-256b,1.5666989036012806,2.263009527424072,3.2863353450309964,4.259949606556752,6.01447345362154,1.754523847064788,0.89453125,0.85546875,0.66796875,0.14453125,0.14453125,0.14453125,0.14453125,0.140625,0.13671875,0.13671875,0.12890625,0.12109375,0.1015625,0.08203125,0.0625,0.12890625,0.33203125,0.33203125,0.33203125,0.32421875,0.31640625,0.3125,0.296875,0.28125,0.2421875,0.19921875,0.11328125,0.296875,0.33203125,0.8984375,3.854215801202991,1.73026502553935,0.0,0.586066979597134,0.01666470675922,0.5856961220597585,0.1264331043084542,0.0178904536914517,0.0909090909090909,52.4296875,2.5481894044410662,52.0,0.0397355652082052,0.0061045520599096,0.025963029490007,0.1092797882737987,0.0153827965942443,0.0833333333333333,0.2809956928418152,0.0117696736959136,0.2697485175085487,0.5229960988569253,0.0162477282331083,0.5278888888888889,0.0740010648113414,0.0150701293409145,0.0,0.9368644442874938,0.003104939620348,0.9403572082519532,0.9412911345716566,0.0029266707846464,0.9450432658195496,0.9326217549387366,0.0035311022691131,0.9369211792945862,0.9208600860975464,0.01859515182906,0.9636628706607252,0.969287677668035,0.0025765319037401,0.973983198404312,0.7137171493279832,9.598905086517334,0.9317057291666666,0.010694414394288,0.9666666666666668,0.9497395833333334,0.0103472803822831,1.0,0.0130208333333333,0.0070872438854646,0.0,0.9104166666666668,0.0167434139613602,1.0,0.1203124999999999,0.0194464318720396,0.0666666666666666,,,,,,,,,,,,,,,,0.1161320498384307,0.0196118756141469,0.0711582790369215,0.0681363711057897,0.0193567357017269,0.0184162687215107,0.05256662131475,0.0187788278540902,0.0042373642158182,0.7190043071581849,0.0117696736959136,0.7302514824914512,0.4690205652559686,0.0164917709857134,0.4593731726180371,0.6087061348085703,0.0152415940952146,0.6159828827604945,3.5821718542905856,1.874901787891624,0.0,,,,,,,,10.0034276440795,10.658697870834128,2.482830571727701,0.8901353392030007,0.3085422902870577,8.471233367919922,62464.0,133465.32411956787,,,,,,,,,
SemStamp,lsh,fixed_diverse,best-of-n,sentence-nltk,,,sentence,nltk,,,64.0,attack,direct,adaptive-Qwen2.5-3B-Instruct-standard-K1-min-bag=min-surr=bge,adaptive,K1-min-bag=min-bge,1.0,bge,bag,Qwen2.5-3B-Instruct,sentence-nltk,min,min,,,c4-val-def-512,512,1,c4-val-def-512,1.5666989036012806,2.263009527424072,3.2863353450309964,4.5352775961334775,5.912288567388124,1.3770109712546477,0.923828125,0.84375,0.62890625,0.15625,0.15625,0.15625,0.15625,0.15625,0.154296875,0.15234375,0.1484375,0.146484375,0.13671875,0.107421875,0.068359375,0.1484375,0.37109375,0.37109375,0.369140625,0.369140625,0.3671875,0.36328125,0.345703125,0.3359375,0.3125,0.255859375,0.142578125,0.345703125,0.37109375,0.935546875,5.102028751110427,1.4497420610623577,0.0,0.5771851940528963,0.0115435097468312,0.5737704918032787,0.1233063363245421,0.0125119505225731,0.0909090909090909,49.19140625,1.8369653169538285,50.0,0.0424241259542095,0.0047159871302263,0.0291317561696635,0.1107473213435155,0.0117386893257416,0.0774193548387097,0.2868192978716684,0.0086623522684766,0.2803144679751363,0.5269429681280703,0.0111070399648262,0.5397960060739765,0.0767380333702407,0.0117631550364127,0.0,0.9390862825093792,0.0021720078159525,0.9409040212631226,0.942554283537902,0.0019127380220301,0.9447658956050872,0.9358217570697888,0.0025818615954483,0.9381880760192872,0.9112996099650488,0.0150414007164079,0.9655172413793104,0.9692075294442476,0.0018364715883636,0.9737683236598969,0.4813617789733951,9.550984382629396,0.9471354166666668,0.0063218996077832,0.9833333333333334,0.965234375,0.0058601528458884,1.0,0.01171875,0.0054570145385326,0.0,0.938671875,0.0097360516836862,1.0,0.1036458333333333,0.0133801155030256,0.0,,,,,,,,,,,,,,,,0.1277550172481313,0.0157147310385566,0.0715565796210957,0.0823580272604908,0.0157078019027959,0.0201616181324488,0.0669397890565452,0.0154533296801392,0.0050196256038647,0.7131807021283316,0.0086623522684766,0.7196855320248636,0.4663510225146244,0.0117702520260712,0.4550377647233055,0.6047987583929166,0.0109697429614211,0.6071807703973309,6.229997802738302,1.7280475206350687,0.0,,,,,,,,10.338901504141598,11.135736562619446,2.4311749269516616,0.9323045119240032,0.3232438513853941,7.722021579742432,123126.0,251678.93266296387,,,,,,,,,
